FLW_IDX,꽃 이름,색,봄,여름,가을,겨울,향기,가격,사용,꽃말,알러지,꽃말(설명)
37,프리지아,노란색,1,0,0,1,강한향,970,축하,"기쁨, 우정 당신의 시작을 응원합니다",X,"노란 프리지아는 그 활기찬 색상만큼이나 밝고 긍정적인 에너지를 전합니다. 이 꽃은 새로운 시작을 맞이하는 친구나 사랑하는 사람에게 전달하기에 완벽한 선물이 될 것입니다. ""당신의 시작을 응원합니다""라는 꽃말처럼, 새로운 직장을 시작하거나 새로운 도전을 맞이하는 이에게 희망과 용기를 불어넣어 줍니다. 또한, 기쁨과 우정의 상징으로서, 어떤 모임이나 축하의 자리에서도 활력을 더해주며 모두에게 따뜻한 미소를 선사할 것입니다. 이러한 노란 프리지아는 보는 이로 하여금 자연스럽게 웃음과 긍정의 기운을 느끼게 만들어, 일상에 작은 행복을 선물합니다."
38,프리지아,하얀색,1,0,0,1,강한향,970,꽃다발,"순수함, 신뢰, 인내, 새로운 우정, 사려 깊음",X,"하얀 프리지아는 그 자체로 순수함과 신뢰의 상징입니다. 이 꽃은 새로운 우정의 시작을 알리는 선물로 적합하며, 어려운 시간을 함께 견뎌낸 친구에게 감사의 마음을 전할 때에도 의미가 깊습니다. 인내와 사려 깊은 마음을 담아 전하는 하얀 프리지아는 수령자의 마음에 편안함과 안정을 가져다 줄 것입니다. 따라서, 이 꽃은 응원이 필요한 순간이나 위로가 필요할 때, 또는 누군가에게 특별한 애정을 표현하고자 할 때 아주 탁월한 선택이 될 수 있습니다. 하얀 프리지아 한 다발은 마음을 나누는 선물로서 그 어떤 말보다도 더 크게 울림을 줄 것입니다."
39,프리지아,빨간색,1,0,0,1,강한향,970,꽃다발,"열정, 사랑, 당신은 아름다워요",X,"빨간 프리지아는 그 자체로 마음을 움직이는 꽃입니다. 이 꽃은 열정적인 사랑을 표현하는 데 그만큼 완벽한 선택이 될 수 있습니다. 누군가에게 '당신은 아름다워요'라는 메시지와 함께 이 꽃을 선물한다면, 그 사람은 자신이 얼마나 소중하고 아름다운 존재인지 느낄 수 있을 것입니다. 또한, 중요한 순간에 사랑을 고백하거나, 오랜 파트너에게 여전한 애정을 재확인하는 의미로도 손색이 없습니다. 특별한 날, 빨간 프리지아를 선택함으로써 그날의 기억을 더욱 뜨겁고 열정적인 추억으로 남길 수 있을 것입니다."
40,프리지아,주황색,1,0,0,1,강한향,970,꽃다발,"깊은 우정, 행복한 시절, 당신과 함께 있으면",X,"주황색 프리지아는 태양처럼 밝고 따뜻한 에너지를 가지고 있어, 행복한 시절을 함께 추억하고 싶은 친구에게 선물하기에 완벽합니다. 그 깊은 우정의 꽃말은 오랜 시간 동안 변하지 않는 두 사람의 소중한 관계를 상징하며, ""당신과 함께 있으면""이라는 메시지는 언제나 서로의 곁에서 기쁨을 나누고 싶다는 감정을 표현합니다. 이 꽃은 친구가 어려운 시기를 겪고 있을 때 위로가 되어줄 수 있으며, 동시에 좋은 날들을 함께 기념하는 축하의 순간에도 어울립니다. 서로의 삶에 긍정적인 영향을 끼치는 두 사람에게 주황색 프리지아는 그 어떤 말보다 더 큰 의미를 전달할 것입니다."
41,프리지아,분홍색,1,0,0,1,강한향,970,어버이날,"여성스러움, 어머니의 사랑",X,"분홍색 프리지아는 그 자체로 따스함과 사랑이 넘치는 꽃입니다. 이 꽃은 특히 어머니의 사랑을 상징하며, 부드러운 색상과 여성스러운 아름다움이 어우러져 마음을 편안하게 해줍니다. 어머니의 날이나 여성 가족 구성원의 생일, 혹은 중요한 여성 인물에게 감사의 마음을 전할 때 선물하기에 적합합니다. 분홍 프리지아는 보는 이로 하여금 안정감과 사랑을 느끼게 하여, 어떤 슬픈 순간이나 힘든 시기에도 위로가 되어 줄 수 있습니다. 그러니 사랑하는 이들의 마음에 따뜻함을 전하고 싶을 때, 분홍 프리지아를 선택해 보세요."
42,수선화,하얀색,1,0,0,1,강한향,400,꽃다발,존경과 신비,X,"하얀색 수선화는 그 모습만으로도 순수하고 고귀한 느낌을 전달합니다. 이 꽃은 존경의 마음을 표현하고자 할 때 특히 적합하며, 그 의미는 받는 이에게 깊은 인상을 남길 것입니다. 신비로운 아름다움을 지닌 수선화는 또한, 새로운 시작이나 미지의 여정을 앞둔 이에게 응원의 메시지를 전달하는데 적합합니다. 예를 들어, 새로운 경력의 문을 두드리는 친구나 도전적인 프로젝트를 시작하는 동료에게 이 꽃을 선물한다면, 그들의 새로운 출발을 응원하는 당신의 마음이 잘 전해질 것입니다. 따라서, 하얀색 수선화는 그 자체로도 감동을 주며, 당신의 깊은 존경과 응원의 감정을 표현하는 데 아주 적합한 선택이 될 것입니다."
43,수선화,노란색,1,0,0,1,강한향,400,꽃다발,"사랑해주세요, 내 곁으로 돌아와 주세요",X,"수선화는 그 화사하고 밝은 노란색으로 봄의 따뜻함을 가득 품고 있습니다. 이 꽃의 꽃말인 '사랑해주세요, 내 곁으로 돌아와 주세요'는 그리움과 복원을 표현하는 데 아주 적합합니다. 만약 누군가와의 관계에서 멀어졌거나 오해가 있었다면, 수선화는 마음을 전하며 화해의 손길을 내밀기에 좋은 선택이 될 것입니다. 사랑하는 이에게 이 꽃을 선물한다면, 그 노란 색조가 상대방의 마음을 환하게 밝혀 사이를 다시 가깝게 만드는 데 도움을 줄 수 있습니다. 따뜻한 봄날, 수선화의 밝은 에너지와 사랑스러운 메시지가 사랑의 재결합을 위한 따뜻한 첫걸음이 되어 줄 것입니다."
44,수선화,주황색,1,0,0,1,강한향,400,꽃다발,"희망, 봄의 방문",X,"주황색 수선화는 마치 봄의 첫인사를 전하는 듯, 따뜻하고 밝은 에너지를 가득 품고 있습니다. 이 꽃은 그 색상만으로도 주변을 환하게 밝히며, 어려움을 겪고 있는 이에게 '희망'이라는 꽃말처럼 새로운 시작과 긍정의 메시지를 전달합니다. 만약 친구나 가족이 힘든 시기를 겪고 있다면, 이 꽃을 선물하여 그들의 하루에 작은 봄날의 따스함을 더해줄 수 있습니다. 또한, 새로운 도전을 시작하는 이들에게 응원의 마음을 전하고 싶을 때, 주황색 수선화는 그들에게 용기와 자신감을 북돋아 줄 수 있는 완벽한 선택이 될 것입니다."
45,아이리스,보라색,0,1,1,1,은은한향,1800,꽃다발,"헌명함, 존경, 칭찬",X,"보라색 아이리스는 그 우아한 자태로 헌신과 존경의 감정을 아름답게 표현할 수 있는 꽃입니다. 이 꽃은 특히 멘토나 존경받는 스승, 혹은 오랜 시간 동안 당신을 지지해준 이에게 선물하기에 적합합니다. 보라색의 깊고 차분한 색조는 상대방에게 깊은 인상을 주며, 당신의 진심어린 존경과 감사의 마음을 전달해 줄 것입니다. 이러한 아이리스를 선물할 때, 그것은 단순한 선물이 아니라, 당신의 존경심과 감사함을 담은 진심의 메시지가 되어, 받는 이의 마음에 오래도록 기억될 감동을 선사할 것입니다."
46,아이리스,파란색,0,1,1,1,은은한향,1800,꽃다발,"희망, 진실",X,"파란색 아이리스는 그 깊고 푸른 색조로 마음의 평화와 진정을 선사합니다. 이 꽃이 전하는 '희망'과 '진실'의 메시지는 어려운 시기를 겪고 있는 친구에게 특히 의미가 깊을 것입니다. 진심을 담아 전하는 이 꽃은 응원이 필요한 순간, 미래에 대한 긍정적인 기대를 표현하고자 할 때 아주 적절한 선택이 될 수 있습니다. 파란 아이리스를 선물하며, ""네가 꿈꾸는 미래에 대한 믿음을 잃지 않길 바란다""는 메시지를 함께 전한다면, 받는 이에게 큰 힘이 될 것입니다."
47,아이리스,노란색,0,1,1,1,은은한향,1800,꽃다발,열정,X,"노란색 아이리스는 그 밝은 색조만큼이나 강렬한 '열정'이라는 꽃말을 가지고 있습니다. 이 꽃은 새로운 시작을 꿈꾸는 이들에게 특별한 의미를 전달할 수 있어요. 예를 들어, 새로운 사업을 시작하는 친구나, 오랜 준비 끝에 새로운 도전을 시작하는 이에게 노란 아이리스를 선물한다면 그들의 열정을 불태우는 데 큰 힘이 될 것입니다. 이 꽃은 또한 사랑하는 사람에게 깊은 애정과 열정적인 사랑을 표현하고 싶을 때에도 아주 적절한 선택이 될 수 있어요. 꽃의 화사한 노란색이 마음 깊은 곳의 따뜻한 감정과 열정을 자연스럽게 전달해, 받는 이로 하여금 감동을 느끼게 할 거예요."
48,아이리스,하얀색,0,1,1,1,은은한향,1800,꽃다발,"순수함, 결백",X,"하얀색 아이리스는 그 자체로 순수함과 결백을 상징하며, 이는 마치 새하얀 첫눈처럼 맑고 깨끗한 감정을 전달합니다. 이 꽃은 새롭게 시작하는 인생의 순간, 예를 들어 졸업이나 새 직장을 축하하는 자리에서 특별히 의미 있게 다가올 수 있습니다. 또한, 어떤 오해를 받은 이에게 그들의 순수함과 결백을 상기시켜 주기 위한 선물로도 적합합니다. 하얀 아이리스는 받는 이에게 평온함과 안정감을 제공하며, 그들의 본래 선한 모습을 기억하게 해줍니다. 따라서 이 꽃은 누군가에게 마음의 위로를 주거나, 순수한 마음을 전하고 싶을 때 아주 적절한 선택이 될 것입니다."
49,수국,파란색,0,1,0,0,은은한향,8500,꽃다발,"냉정, 냉담",O,"파란색 수국은 그 차가운 색상만큼이나 '냉정'과 '냉담'이라는 꽃말을 지니고 있지만, 이 꽃이 전달할 수 있는 감정은 훨씬 더 섬세하고 깊습니다. 이 꽃은 어쩌면 마음이 서늘해진 사람에게 진실된 감정을 전달하며, 잠시나마 마음을 차분하게 가라앉힐 수 있는 치유의 상징으로 다가갈 수 있습니다. 또한, 감정의 소용돌이 속에서 냉정함을 유지해야 할 때, 파란색 수국은 그 선택의 순간을 함께할 수 있습니다. 서로의 마음이 멀어져 감정이 식어가는 순간, 솔직한 마음을 전달하는 매개체로서 파란 수국은 의미심장한 선물이 될 것입니다."
50,수국,보라색,0,1,0,0,은은한향,8500,꽃다발,첫사랑의 추억,O,"보라색 수국은 첫사랑의 그 달콤하고 아련한 기억을 담고 있습니다. 이 꽃은 오랜 시간이 지나도 마음 한켠에 남아 있는, 첫 눈에 반했던 그 순간의 감정을 되살려 줄 수 있어요. 사랑하는 이에게 이 꽃을 선물한다면, 여러분이 처음 만났던 순간의 설렘과 떨림을 다시 한번 공유하며 더 깊은 연결감을 느낄 수 있을 겁니다. 또한, 첫사랑을 회상하며 그때의 순수하고 풋풋했던 감정을 떠올리고 싶은 친구에게도 아주 특별한 선물이 될 수 있어요. 보라색 수국은 그 자체로도 아름다우며, 받는 이의 마음에 오래도록 남을 따뜻한 추억과 위로를 선사합니다."
51,수국,분홍색,0,1,0,0,은은한향,8500,꽃다발,"진실한 사랑, 강한 사랑",O,"분홍색 수국은 그 풍성하고 부드러운 꽃잎으로 마음을 따뜻하게 감싸 안는 듯한 느낌을 전달합니다. 이 꽃은 '진실한 사랑'과 '강한 사랑'을 상징하며, 깊은 애정과 끊임없는 사랑의 메시지를 전합니다. 연인에게 선물한다면, 이는 당신의 변치 않는 사랑과 진심을 표현하는 완벽한 방법이 될 것입니다. 또한, 오랜 시간 동안 변함없이 서로를 지지해 온 친구나 가족에게 선물할 때에도, 그들에 대한 깊은 애정과 감사의 마음을 전달하기에 적합합니다. 분홍색 수국 한 다발은, 사랑하는 이들의 일상에 특별한 색상과 감성을 더해줄 것입니다."
52,해바라기,노란색,0,1,0,0,무향,3900,결혼,"선함, 진실함, 영원함",O,"해바라기는 그 노란색 꽃잎이 마치 태양처럼 밝고 긍정적인 에너지를 전달합니다. 이 꽃은 '선함, 진실함, 영원함'이라는 꽃말을 가지고 있어, 진심을 담아 친구나 연인에게 응원의 메시지를 전할 때 특히 적합합니다. 해바라기 한 송이는 힘든 시간을 겪고 있는 사람에게 위로와 희망의 상징으로 다가갈 수 있으며, 그 누구의 마음에도 따뜻한 빛을 선사할 것입니다. 또한, 이 꽃은 진실된 사랑을 표현하고자 할 때도 아주 좋은 선택이 될 수 있으며, 그 영원한 의미는 관계의 깊이와 지속성을 상징적으로 보여줍니다. 해바라기는 그 자체만으로도 특별함을 전달하며, 받는 이가 언제나 밝고 긍정적인 기운을 받을 수 있도록 도와줍니다."
53,해바라기,하얀색,0,1,0,0,무향,3900,꽃다발,"순수함, 재탄생, 평화",O,"해바라기는 흔히 노란색을 떠올리지만, 하얀색 해바라기는 순수함과 재탄생, 평화의 의미를 가지고 있어 깊은 감동을 전할 수 있습니다. 이 꽃은 새로운 시작을 축하하거나, 순수한 마음을 표현하는 데 아주 적합합니다. 예를 들어, 새로운 직장에 첫 출근하는 친구에게 하얀색 해바라기를 선물한다면, 그들의 새로운 시작에 평화와 긍정의 에너지를 더해줄 수 있습니다. 또한, 어려운 시기를 겪고 새롭게 시작하려는 이에게 이 꽃은 위로와 응원의 메시지를 전달하며, 그들의 내면에 숨겨진 순수함과 강인함을 일깨워줄 것입니다."
54,메리골드,노란색,1,1,1,0,강한향,1000,꽃다발,반드시 오고야 말 행복,O,"메리골드의 노란색은 마치 태양의 따뜻함을 담은 듯 밝고 희망찬 에너지를 발산합니다. 이 꽃의 꽃말인 '반드시 오고야 말 행복'은 어려운 시간을 겪고 있는 친구나 가족에게 전달하기에 적합합니다. 특별히, 메리골드는 그 누구에게나 행복이 결국 찾아올 것이라는 믿음과 기대를 전달하며, 힘든 순간을 견디고 있는 이에게는 큰 위로와 응원의 메시지가 될 수 있습니다. 이 꽃을 선물할 때, 그 강렬한 색과 긍정적인 메시지는 받는 이의 마음에 작은 빛과 같이 다가가 그날의 기분을 밝게 만들어 줄 것입니다. 메리골드는 모든 이가 겪는 삶의 고난 속에서도 희망의 불씨를 잃지 말라는 강력한 상징으로, 따뜻한 격려가 필요한 순간에 특히 의미 있는 선물이 됩니다."
